Stkcd,Stknme_en,Listdt,Conme_en,OWNERSHIPTYPE_EN,OWNERSHIPTYPECODE,Ipoprc,Nshripo,Parval,Markettype
2911,FRNY,11/22/17,Foran Energy Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13.94,56000,1,4
2912,ZXSK,11/21/17,Shenzhen Sinovatio Technology Co. Ltd.,State-run or State-owned Holding,P0301,30.22,16700,1,4
2913,ASK,12/1/17,Aoshikang Technology Co. Ltd.,Private Enterprises,P0306,30.38,36013,1,4
2915,ZXFC,12/5/17,Zhejiang Zhongxin Fluoride Materials Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.43,28000,1,4
2916,SNDL,12/13/17,Shennan Circuits Company Limited,State-run or State-owned Holding,P0301,19.3,70000,1,4
2917,JAB,12/8/17,Shenzhen King Explorer Science and Technology Co. Ltd.,Private Enterprises,P0306,11.64,28270,1,4
2918,MNLS,12/19/17,Monalisa Group Co. Ltd.,Private Enterprises,P0306,31.29,39430,1,4
2919,MCJK,12/18/17,Mingchen Health Co. Ltd.,Private Enterprises,P0306,12.56,20360,1,4
2920,DSXW,12/26/17,Huizhou Desay SV Automotive Co. Ltd.,State-run or State-owned Holding,P0301,20.42,100000,1,4
2921,LCJM,12/27/17,Shandong Liancheng Precision Manufacturing Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.55,20000,1,4
2922,YGE,12/29/17,Eaglerise Electric & Electronic (China) Co. Ltd,Private Enterprises,P0306,12.41,33000,1,4
2923,RDGF,1/5/18,Zhuhai Rundu Pharmaceutical Co. Ltd.,Private Enterprises,P0306,17.01,25000,1,4
2925,YQKJ,1/15/18,Xiamen Intretech Inc.,Private Enterprises,P0306,22.5,75000,1,4
2926,HXZQ,2/5/18,Huaxi Securities Co. Ltd.,State-run or State-owned Holding,P0301,9.46,525000,1,4
2927,TYCZ,2/23/18,Guizhou Taiyong-Changzheng Technology Co. Ltd.,Private Enterprises,P0306,14.78,23450,1,4
2928,HXHK,3/2/18,China Express Airlines Co. Ltd.,Private Enterprises,P0306,20.64,40500,1,4
2929,RJGF,3/1/18,Runjian Co. Ltd.,Private Enterprises,P0306,23.95,55187,1,4
2930,HCZH,3/28/18,Guangdong Great River Smarter Logistics Co. Ltd.,Private Enterprises,P0306,8.53,60830,1,4
2931,FLGF,4/3/18,Zhejiang Fenglong Electric Co. Ltd.,Private Enterprises,P0306,12.36,22220,1,4
2932,MDSW,7/10/18,Wuhan Easy Diagnosis Biomedicine Co. Ltd.,Private Enterprises,P0306,20.45,16646,1,4
2933,XXZB,8/28/18,Beijing Emerging Eastern Aviation Equipment Co.Ltd.,Private Enterprises,P0306,22.45,29350,1,4
2935,TADZ,9/3/18,Chengdu Spaceon Electronics Co. Ltd.,State-run or State-owned Holding,P0301,19.38,26670,1,4
2936,ZZYH,9/19/18,Bank of Zhengzhou Co. Ltd.,State-run or State-owned Holding,P0301,4.59,600000,1,4
2937,XRKJ,9/26/18,Ningbo Sunrise ELC Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.94,46000,1,4
2938,PDKG,9/18/18,Avary Holding (Shenzhen) Co. Limited,Sino-foreign Equity Joint Venture,P0303,16.07,231143,1,4
2939,CCZQ,10/26/18,Great Wall Securities Co. Ltd.,State-run or State-owned Holding,P0301,6.31,310341,1,4
2940,ALK,10/23/18,Zhejiang Anglikang Pharmaceutical Co. Ltd.,Private Enterprises,P0306,23.07,22500,1,4
2941,XJJJ,11/28/18,Xinjiang Communications Construction Group Co. Ltd.,State-run or State-owned Holding,P0301,7.18,65000,1,4
2942,XNGF,12/5/18,Zhejiang Xinnong Chemical Co. Ltd.,Private Enterprises,P0306,14.33,30000,1,4
2943,YJGF,11/29/18,Hunan Yujing Machinery Co. Ltd.,Private Enterprises,P0306,17.61,25000,1,4
2945,HLZQ,1/17/19,Chinalin Securities Co. Ltd.,Private Enterprises,P0306,3.62,270000,1,4
2946,XRY,1/25/19,New Hope Dairy Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,5.45,85371,1,4
2947,HMD,2/1/19,Suzhou Hengmingda Electronic Technology Co. Ltd.,Private Enterprises,P0306,18.72,30378,1,4
2948,QDYH,1/16/19,Bank of Qingdao Co. Ltd.,State-run or State-owned Holding,P0301,4.52,450977,1,4
2949,HYGJ,2/26/19,Shengzhen Capol International & Associates Limited,Private Enterprises,P0306,10.51,49030,1,4
2950,AMYL,3/11/19,Allmed Medical Products Co. Ltd.,Private Enterprises,P0306,11.03,48000,1,4
2951,ST JS,3/15/19,Sichuan Jinshi Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.94,45000,1,4
2952,YSGD,3/28/19,Yes Optoelectronics (Group) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,31.14,18260,1,4
2953,RFGF,5/9/19,Guangdong Rifeng Electric Cable Co. Ltd.,Private Enterprises,P0306,10.52,43020,1,4
2955,HHKJ,5/23/19,HiteVision Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,52.41,34310,1,4
2956,XMSP,6/19/19,Guilin Seamild Foods Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,36.66,20000,1,4
2957,KRJS,7/26/19,Shenzhen Colibri Technologies Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,15.1,41000,1,4
2958,QNSH,3/26/19,Qingdao Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,3.96,555556,1,4
2959,XXDQ,8/23/19,Bear Electric Appliance Co. Ltd.,Private Enterprises,P0306,34.25,30000,1,4
2960,QNXF,8/9/19,Jade Bird Fire Co. Ltd.,Private Enterprises,P0306,17.34,60000,1,4
2961,RDQH,9/5/19,Ruida Futures Co. Ltd.,Private Enterprises,P0306,5.57,45000,1,4
2962,WFGD,9/17/19,Hubei W-olf Photoelectric Technology Co. Ltd.,Private Enterprises,P0306,14.39,50400,1,4
2963,HES,10/28/19,Haoersai Lighting Technology Group Co. Ltd.,Private Enterprises,P0306,23.66,37590,1,4
2965,XXKJ,10/25/19,Lucky Harvest Co. Ltd.,Private Enterprises,P0306,19.89,37680,1,4
2966,SZYH,8/2/19,Bank of Suzhou Co. Ltd.,Private Enterprises,P0306,7.86,333333,1,4
2967,GDJL,11/8/19,GRG Metrology & Test Group Co. Ltd.,State-run or State-owned Holding,P0301,7.43,82670,1,4
2968,XDZ,12/3/19,New Dazheng Property Group Co. Ltd.,Private Enterprises,P0306,26.76,17911,1,4
2969,JMBZ,12/2/19,Jiamei Food Packaging (Chuzhou) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,3.67,95263,1,4
2970,RMJS,12/17/19,Streamax Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,38,21600,1,4
2971,HYQT,1/13/20,Hubei Heyuan Gas Co. Ltd.,Private Enterprises,P0306,10.82,40000,1,4
2972,KAD,12/27/19,Shenzhen Keanda Electronic Technology Co. Ltd.,Private Enterprises,P0306,11.49,44080,1,4
2973,QYGF,1/6/20,Qiaoyin City Management Co. Ltd.,Private Enterprises,P0306,5.74,40890,1,4
2975,BJGF,2/5/20,Zhuhai Bojay Electronics Co. Ltd.,Private Enterprises,P0306,34.6,17367,1,4
2976,RMJM,3/6/20,Suzhou Cheersson Precision Metal Forming Co. Ltd.,Private Enterprises,P0306,19.01,25000,1,4
2977,TJKJ,3/17/20,Chengdu Tianjian Technology Co. Ltd.,Private Enterprises,P0306,29.98,17900,1,4
2978,ANGF,4/17/20,Sichuan Anning Iron and Titanium Co. Ltd.,Private Enterprises,P0306,27.47,40600,1,4
2979,LSZN,4/8/20,China Leadshine Technology Co. Ltd.,Private Enterprises,P0306,9.8,52000,1,4
2980,HSC,4/15/20,Shenzhen Everbest Machinery Industry Co. Ltd.,Private Enterprises,P0306,14.89,33333,1,4
2981,CYKJ,4/17/20,Risuntek Inc.,Private Enterprises,P0306,17.32,24000,1,4
2982,XJGF,4/24/20,Hunan Xiangjia Animal Husbandry Co. Ltd.,Private Enterprises,P0306,29.63,25630,1,4
2983,XRD,4/28/20,Anhui Coreach Technology Co. Ltd.,Private Enterprises,P0306,12.97,35420,1,4
2984,SQL,9/11/20,Qingdao Sentury Tire Co. Ltd.,Private Enterprises,P0306,18.96,69000,1,4
2985,BMGK,4/29/20,Beijing Beimo High-science Friction Material Co. Ltd.,Private Enterprises,P0306,22.53,37540,1,4
2986,YXGF,6/2/20,Guangdong Yuxin Energy Technology Co. Ltd.,Private Enterprises,P0306,39.99,28340,1,4
2987,JBF,5/7/20,Northking Information Technology Co. Ltd.,Private Enterprises,P0306,23.04,40170,1,4
2988,HMXC,5/18/20,Guangdong Haomei New Material Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,10.94,58214,1,4
2989,ZTJZ,6/10/20,Shenzhen Strongteam Decoration Engineering Co. Ltd.,Private Enterprises,P0306,24.52,37850,1,4
2990,SSKJ,5/25/20,Maxvision Technology Corp.,Private Enterprises,P0306,36.81,31560,1,4
2991,GYSP,7/31/20,Ganyuan Foods Co. Ltd.,Private Enterprises,P0306,38.76,23304,1,4
2992,BMKJ,8/3/20,Shenzhen Baoming Technology Co. Ltd.,Private Enterprises,P0306,22.35,34500,1,4
2993,AHKJ,8/17/20,Dongguan Aohai Technology Co. Ltd.,Private Enterprises,P0306,26.88,45200,1,4
2995,TDZX,8/5/20,Beijing Quanshi World Online Network Information Co. Ltd.,Private Enterprises,P0306,33.84,16170,1,4
2996,SBHJ,8/28/20,Chongqing Shunbo Aluminum Co. Ltd.,Private Enterprises,P0306,8.41,53000,1,4
2997,RHMJ,9/3/20,Rayhoo Motor Dies Co. Ltd.,Private Enterprises,P0306,12.48,45900,1,4
2998,YCZY,9/25/20,Elite Color Environmental Resources Science & Technology Co. Ltd.,Private Enterprises,P0306,5.85,81600,1,4
2999,THGF,9/3/20,Guangdong Tianhe Agricultural Means of Production Co. Ltd.,Private Enterprises,P0306,6.62,62080,1,4
3000,JZSP,9/14/20,Jinzai Food Group Co. Ltd.,Private Enterprises,P0306,5.02,40010,1,4
3001,ZYDD,10/13/20,Zhongyan Technology Co. Ltd.,Private Enterprises,P0306,30.16,24294,1,4
3002,HHGF,9/22/20,Shanxi Huhua Group Co. Ltd.,Private Enterprises,P0306,8.22,50000,1,4
3003,TYGF,9/21/20,Guangdong Tengen Industrial Group Co. Ltd.,Private Enterprises,P0306,10.49,44200,1,4
3004,SXGF,11/26/20,Beijing Telesound Electronics Co. Ltd.,Private Enterprises,P0306,20.26,20460,1,4
3005,JYD,9/22/20,Beijing Jingyeda Technology Co. Ltd.,Private Enterprises,P0306,31.83,26500,1,4
3006,BYGF,9/21/20,Chongqing Baiya Sanitary Products Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.61,42778,1,4
3007,ZZKJ,9/23/20,Beijing ZZNode Technologies Co. Ltd.,Private Enterprises,P0306,23.4,20000,1,4
3008,KPJC,9/23/20,Xuchang KETOPTesting Research Institute Co. Ltd.,Private Enterprises,P0306,30.42,20000,1,4
3009,ZTHJ,9/25/20,Shaanxi Zhongtian Rocket Technology Co. Ltd.,State-run or State-owned Holding,P0301,12.94,38848,1,4
3010,RYC,9/25/20,Guangzhou Ruoyuchen Technology Co. Ltd.,Private Enterprises,P0306,15.2,30430,1,4
3011,HXXC,9/30/20,Zhejiang Walrus New Material Co. Ltd.,Private Enterprises,P0306,38.67,18340,1,4
3012,DPKG,10/19/20,Guangdong Dongpeng Holdings Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.35,143000,1,4
3013,DTSJ,10/22/20,Guangzhou Metro Design & Research Institute Co. Ltd.,State-run or State-owned Holding,P0301,13.43,40010,1,4
3015,RJGD,10/21/20,Jiangsu Rijiu Optoelectronics Jointstock Co. Ltd.,Private Enterprises,P0306,6.57,70267,1,4
3016,XHGF,10/26/20,Xin Hee Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,8.99,106667,1,4
3017,DYSW,10/26/20,Zhejiang Dayang Biotech Group Co. Ltd.,Private Enterprises,P0306,28.85,15000,1,4
3018,JFKJ,11/6/20,Jinfu Technology Co. Ltd.,Private Enterprises,P0306,8.93,65000,1,4
3019,CZGD,11/17/20,TES Touch Embedded Solutions (Xiamen) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,23.58,32000,1,4
3020,LFZY,12/15/20,Hefei Lifeon Pharmaceutical Co. Ltd.,Private Enterprises,P0306,23.13,23160,1,4
3021,ZWJD,12/4/20,Shenzhen Zhaowei Machinery & Electronics Co. Ltd.,Private Enterprises,P0306,75.12,26670,1,4
3022,LHXK,12/8/20,Levima Advanced Materials Corporation,Private Enterprises,P0306,11.46,147360,1,4
3023,CHJT,12/11/20,Chengdu Rainbow Appliance (Group) Co. Ltd.,Private Enterprises,P0306,23.89,20300,1,4
3025,SJZN,12/11/20,Siijn Intelligent Forming Machinery Company Limited,Private Enterprises,P0306,21.34,20100,1,4
3026,ZJKJ,12/18/20,Zhejiang MTCN Technology Co. Ltd.,Private Enterprises,P0306,13.89,24947,1,4
3027,TXHB,12/18/20,Tongxing Environmental Protection Technology Co. Ltd.,Private Enterprises,P0306,40.11,21670,1,4
3028,ZBZN,12/28/20,Shenzhen Zhenbang Technology Co. Ltd.,Private Enterprises,P0306,21.75,27400,1,4
3029,JDZY,12/24/20,Jilin University Zhengyuan Information Technologies Co. Ltd.,Private Enterprises,P0306,11.27,45100,1,4
3030,ZMGF,1/6/21,Zuming Bean Products Co. Ltd.,Private Enterprises,P0306,15.18,31200,1,4
3031,ZCDZ,1/4/21,Hebei Sinopack Electronic Technology Co. Ltd.,State-run or State-owned Holding,P0301,15.27,26667,1,4
3032,CZJY,1/12/21,Jiangsu Chuanzhiboke Education Technology Co. Ltd.,Private Enterprises,P0306,8.46,40245,1,4
3033,ZHGY,1/11/21,Qingdao Choho Industrial Co. Ltd.,Private Enterprises,P0306,23.28,20450,1,4
3035,NWNY,1/19/21,China Southern Power Grid Energy Efficiency & Clean Energy Co. Ltd.,State-run or State-owned Holding,P0301,1.4,757576,1,4
3036,TTGF,1/28/21,Zhejiang Taitan Co. Ltd.,Private Enterprises,P0306,5.72,54000,1,4
3037,SHGZ,2/4/21,Guangdong Sanhe Pipe Pile Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.38,68000,1,4
3038,XBGF,2/10/21,Anhui Xinbo Aluminium Co. Ltd.,Private Enterprises,P0306,18.08,26610,1,4
3039,SKFZ,3/8/21,Guangdong Shunkong Development Co. Ltd.,State-run or State-owned Holding,P0301,5.86,62000,1,4
3040,CTL,3/22/21,Chutian Dragon Co. Ltd.,Private Enterprises,P0306,4.62,78393,1,4
3041,ZAMJ,4/6/21,Zhejiang Truelove Vogue Co. Ltd.,Private Enterprises,P0306,18,25000,1,4
3042,ZNLH,4/6/21,Shandong Sino-Agri United Biotechnology Co. Ltd.,State-run or State-owned Holding,P0301,21.56,27400,1,4
3043,HYZN,4/6/21,Suzhou Huaya Intelligent Technology Co. Ltd.,Private Enterprises,P0306,19.81,20000,1,4
3816,ZGGH,8/26/19,CGN Power Co. Ltd.,State-run or State-owned Holding,P0301,2.49,5049861,1,4
201872,ZGB,12/26/18,China Merchants Port Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,2.83,,1,8
300001,TRD,10/30/09,Qingdao TGOOD Electric Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,23.8,33600,1,16
300002,SZTY,10/30/09,Beijing Ultrapower Software Co. Ltd.,Private Enterprises,P0306,58,31600,1,16
300003,LPYL,10/30/09,Lepu Medical Technology (Beijing) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,29,41000,1,16
300004,NFGF,10/30/09,Nanfang Ventilator Co. Ltd.,Private Enterprises,P0306,22.89,24000,1,16
300005,TLZ,10/30/09,Toread Holdings Group Co. Ltd.,Private Enterprises,P0306,19.8,17000,1,16
300006,LMYY,10/30/09,Chongqing Lummy Pharmaceutical Co. Ltd.,Private Enterprises,P0306,16.5,23000,1,16
300007,HWKJ,10/30/09,Hanwei Electronics Group Corporation,Private Enterprises,P0306,27,15000,1,16
300008,THFW,10/30/09,Bestway Marine & Energy Technology Co. Ltd.,Private Enterprises,P0306,27.8,12600,1,16
300009,AKSW,10/30/09,Anhui Anke Biotechnology (Group) Co. Ltd.,Private Enterprises,P0306,17,21000,1,16
300010,ST DS,10/30/09,Doushen (Beijing) Education & Technology Inc.,Private Enterprises,P0306,18,26500,1,16
300011,DHJS,10/30/09,Beijing Dinghan Technology Group Co. Ltd.,Private Enterprises,P0306,37,13000,1,16
300012,HCJC,10/30/09,Centre Testing International Group Co. Ltd.,Private Enterprises,P0306,25.78,21000,1,16
300013,XNWL,10/30/09,Henan Xinning Modern Logistics Co. Ltd.,Private Enterprises,P0306,15.6,15000,1,16
300014,YWLN,10/30/09,EVE Energy Co. Ltd.,Private Enterprises,P0306,18,22000,1,16
300015,AEYK,10/30/09,Aier Eye Hospital Group Co. Ltd.,Private Enterprises,P0306,28,33500,1,16
300016,BLYY,10/30/09,Beijing Beilu Pharmaceutical Co. Ltd.,Private Enterprises,P0306,17.86,17000,1,16
300017,WSKJ,10/30/09,Wangsu Science & Technology Co. Ltd.,Private Enterprises,P0306,24,23000,1,16
300018,ZYGF,10/30/09,Wuhan Zhongyuan Huadian Science & Technology Co. Ltd.,Private Enterprises,P0306,32.18,16350,1,16
300019,GBKJ,10/30/09,Chengdu Guibao Science & Technology Co. Ltd.,Private Enterprises,P0306,23,13000,1,16
300020,YJJS,10/30/09,Enjoyor Technology Co. Ltd.,Private Enterprises,P0306,20,20000,1,16
300021,DYJS,10/30/09,Dayu Water-saving Group Co. Ltd.,Private Enterprises,P0306,14,18000,1,16
300022,JFKJ,10/30/09,Gifore Agricultural Science & Technology Service Co. Ltd.,Private Enterprises,P0306,17.75,22400,1,16
300023,BDT,10/30/09,Bode Energy Equipment Co. Ltd.,Private Enterprises,P0306,19.6,15000,1,16
300024,JQR,10/30/09,Siasun Robot & Automation Co. Ltd.,State-run or State-owned Holding,P0301,39.8,15500,1,16
300025,HXCY,10/30/09,Hangzhou Huaxing Chuangye Communication Technology Co. Ltd.,Private Enterprises,P0306,19.66,10000,1,16
300026,HRYY,10/30/09,Tianjin Chase Sun Pharmaceutical Co. Ltd.,Private Enterprises,P0306,60,12590,1,16
300027,HYXD,10/30/09,Huayi Brothers Media Corporation,Private Enterprises,P0306,28.58,42000,1,16
300028,JYT,10/30/09,Geeya Technology Co. Ltd.,Private Enterprises,P0306,11.3,37000,1,16
300029,ST TL,12/25/09,Jiangsu Huasheng Tianlong Photoelectric Co. Ltd.,Private Enterprises,P0306,18.18,50000,1,16
300030,YPYL,12/25/09,Improve Medical Instruments Co. Ltd.,Private Enterprises,P0306,25,18600,1,16
300031,BTKJ,12/25/09,Wuxi Boton Technology Co. Ltd.,Private Enterprises,P0306,38,12500,1,16
300032,JLJD,12/25/09,Jinlong Machinery & Electronics Co. Ltd.,Private Enterprises,P0306,19,35700,1,16
300033,THS,12/25/09,Hithink Royalflush Information Network Co. Ltd.,Other,P0399,52.8,16800,1,16
300034,GYGN,12/25/09,Beijing Cisri-Gaona Materials & Technology Co. Ltd.,State-run or State-owned Holding,P0301,19.53,30000,1,16
300035,ZKDQ,12/25/09,Hunan Zhongke Electric Co. Ltd.,Private Enterprises,P0306,36,15500,1,16
300036,CTRJ,12/25/09,Beijing SuperMap Software Co. Ltd.,Private Enterprises,P0306,19.6,19000,1,16
300037,XZB,1/8/10,Shenzhen CAPCHEM Technology Co. Ltd.,Private Enterprises,P0306,28.99,27000,1,16
300038,SZT,1/8/10,Beijing Shuzhi Technology Co. Ltd.,Private Enterprises,P0306,26,23000,1,16
300039,SHKB,1/8/10,Shanghai Kaibao Pharmaceutical Co. Ltd.,Private Enterprises,P0306,38,27400,1,16
300040,JZJT,1/8/10,Harbin Jiuzhou Group Co. Ltd.,Private Enterprises,P0306,33,18000,1,16
300041,HTXC,1/8/10,Hubei Huitian New Materials Co. Ltd.,Private Enterprises,P0306,36.4,17000,1,16
300042,LKKJ,1/8/10,NETAC Technology Co. Ltd.,Private Enterprises,P0306,39,16800,1,16
300043,XHYL,1/20/10,Rastar Group,Private Enterprises,P0306,43.98,13200,1,16
300044,SWZN,1/20/10,Shenzhen Sunwin Intelligent Co. Ltd.,Private Enterprises,P0306,22,20000,1,16
300045,HLCT,1/20/10,Hwa Create Corporation,Private Enterprises,P0306,30.7,17000,1,16
300046,TJGF,1/20/10,Hubei Tech Semiconductors Co. Ltd.,Private Enterprises,P0306,41.3,15000,1,16
300047,TYDK,1/20/10,Shenzhen Tianyuan Dic Information Technology Co. Ltd.,Private Enterprises,P0306,30,27000,1,16
300048,HKXN,1/20/10,Hiconics Eco-energy Technology Co. Ltd.,Private Enterprises,P0306,34.16,30000,1,16
300049,FRGF,1/20/10,Inner Mongolia Furui Medical Technology Co. Ltd.,Private Enterprises,P0306,28.98,19000,1,16
300050,SJDL,1/20/10,Dingli Corp. Ltd.,Private Enterprises,P0306,88,14000,1,16
300051,LSKJ,2/11/10,Leascend Technology Co. Ltd.,Private Enterprises,P0306,34,13500,1,16
300052,ZQB,2/11/10,Shenzhen ZQGAME Co. Ltd.,Private Enterprises,P0306,30,25000,1,16
300053,HYW,2/11/10,Zhuhai Aerospace Microchips Science & Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,17,25000,1,16
300054,DLGF,2/11/10,Hubei Dinglong Co. Ltd.,Private Enterprises,P0306,30.55,15000,1,16
300055,WBD,2/26/10,Beijing Water Business Doctor Co. Ltd.,Private Enterprises,P0306,65.69,22000,1,16
300056,ZCHB,2/26/10,Xiamen Zhongchuang Environmental Technology Co. Ltd.,Private Enterprises,P0306,21.59,13000,1,16
300057,WSXC,2/26/10,Shantou Wanshun New Material Group Co. Ltd.,Private Enterprises,P0306,18.38,53000,1,16
300058,LSGB,2/26/10,BlueFocus Intelligent Communications Group Co. Ltd.,Private Enterprises,P0306,33.86,20000,1,16
300059,DFCF,3/19/10,East Money Information Co. Ltd.,Private Enterprises,P0306,40.58,35000,1,16
300061,QTKJ,3/19/10,Qitian Technology Group Co. Ltd.,Private Enterprises,P0306,18,15000,1,16
300062,ZNDQ,3/19/10,Ceepower Co. Ltd.,Private Enterprises,P0306,24.18,20000,1,16
300063,TLJT,3/26/10,Guangdong Tloong Technology Group Co. Ltd.,Private Enterprises,P0306,28.8,17000,1,16
300064,JGT,3/26/10,Zhengzhou Sino-Crystal Diamond Co. Ltd.,Private Enterprises,P0306,21.32,38000,1,16
300065,HLX,3/26/10,Beijing Highlander Digital Technology Co. Ltd.,Private Enterprises,P0306,32.8,13850,1,16
300066,SCZH,3/26/10,Sanchuan Wisdom Technology Co. Ltd.,Private Enterprises,P0306,49,13000,1,16
300067,ANQ,4/21/10,Shanghai Anoky Group Co. Ltd.,Private Enterprises,P0306,21.2,27000,1,16
300068,NDDY,4/21/10,Zhejiang Narada Power Source Co. Ltd.,Private Enterprises,P0306,33,62000,1,16
300069,JLHD,4/21/10,Jinlihua Electric Co. Ltd.,Private Enterprises,P0306,23.9,15000,1,16
300070,BSY,4/21/10,Beijing Originwater Technology Co. Ltd.,Private Enterprises,P0306,69,37000,1,16
300071,FSKG,4/21/10,FS Development Investment Holdings Co. Ltd.,Private Enterprises,P0306,25,13000,1,16
300072,HXNK,4/27/10,Beijing Haixin Energy Technology Co. Ltd.,Private Enterprises,P0306,32,25000,1,16
300073,DSKJ,4/27/10,Beijing Easpring Material Technology Co. Ltd.,State-run or State-owned Holding,P0301,36,20000,1,16
300074,HPGF,4/27/10,AVCON Information Technology Co. Ltd.,Private Enterprises,P0306,72,10000,1,16
300075,SZZT,4/27/10,Beijing eGOVA Co. Ltd.,Private Enterprises,P0306,54,14000,1,16
300076,GQYSX,4/30/10,Ningbo GQY Video & Telecom Joint Stock Co. Ltd.,Private Enterprises,P0306,65,13640,1,16
300077,GMJS,4/30/10,Nationz Technologies Inc.,State-run or State-owned Holding,P0301,87.5,27200,1,16
300078,SCYH,4/30/10,Hangzhou Century Co. Ltd.,Private Enterprises,P0306,58,17000,1,16
300079,SMSX,4/30/10,Sumavision Technologies Co. Ltd.,Private Enterprises,P0306,59.9,28000,1,16
300080,YCXN,6/25/10,Henan Yicheng New Energy Co. Ltd.,Private Enterprises,P0306,43.4,35000,1,16
300081,HXDF,5/20/10,Hengxin Shambala Culture Co. Ltd.,Private Enterprises,P0306,38.78,17000,1,16
300082,AKGF,5/20/10,Liaoning Oxiranchem Inc.,Private Enterprises,P0306,85,27000,1,16
300083,CSJ,5/20/10,Guangdong Create Century Intelligent Equipment Group Corporation Limited,Sino-foreign Equity Joint Venture,P0303,36,25000,1,16
300084,HMKJ,5/20/10,Haimo Technologies Group Corp.,Private Enterprises,P0306,33,16000,1,16
300085,YZJ,5/26/10,Shenzhen InfoGem Technologies Co. Ltd.,Private Enterprises,P0306,28,15000,1,16
300086,KZYY,5/26/10,Honz Pharmaceutical Co. Ltd.,Private Enterprises,P0306,60,25000,1,16
300087,QYGK,5/26/10,Winall Hi-tech Seed Co. Ltd.,Private Enterprises,P0306,35.6,13200,1,16
300088,CXKJ,5/26/10,Wuhu Token Science Co. Ltd.,Private Enterprises,P0306,24,31500,1,16
300089,WHT,6/25/10,The Great Wall of Culture Group Holding Co. Ltd. Guangdong,Private Enterprises,P0306,20.5,25000,1,16
300090,SYT,6/25/10,Anhui Shengyun Environment-Protection Group Co. Ltd.,Private Enterprises,P0306,17,32000,1,16
300091,JTL,6/25/10,Jin Tong Ling Technology Group Co. Ltd.,Private Enterprises,P0306,28.2,21000,1,16
300092,KXJD,7/8/10,Sichuan Kexin Mechanical and Electrical Equipment Co. Ltd.,Private Enterprises,P0306,16,23000,1,16
300093,JGGF,7/8/10,Gansu Jingang Solar Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,16.2,30000,1,16
300094,GLSC,7/8/10,Zhanjiang Guolian Aquatic Products Co. Ltd.,Private Enterprises,P0306,14.38,80000,1,16
300095,HWGF,7/28/10,Jiangxi Huawu Brake Co. Ltd.,Private Enterprises,P0306,22.56,19500,1,16
300096,ST YLZ,7/28/10,YLZ Information Technology Co. Ltd.,Private Enterprises,P0306,19.8,22000,1,16
300097,ZYGF,7/28/10,Dalian Zhiyun Automation Co. Ltd.,Private Enterprises,P0306,19.38,15000,1,16
300098,GXX,7/28/10,Gosuncn Technology Group Co. Ltd.,Private Enterprises,P0306,36,17100,1,16
300099,JZXX,8/6/10,Uroica Precision Information Engineering Co. Ltd.,Private Enterprises,P0306,48.65,10340,1,16
300100,SLGF,8/6/10,Ningbo Shuanglin Auto Parts Co. Ltd.,Private Enterprises,P0306,20.91,23500,1,16
300101,ZXKJ,8/6/10,Chengdu CORPRO Technology Co. Ltd.,Private Enterprises,P0306,32,17500,1,16
300102,QZGD,8/12/10,Xiamen Changelight Co. Ltd.,Private Enterprises,P0306,45,29500,1,16
300103,DGKG,8/12/10,Dagang Holding Group Co. Ltd.,Private Enterprises,P0306,29.1,16350,1,16
300104,LST,8/12/10,Leshi Internet Information & Technology Corp. Beijing,Private Enterprises,P0306,29.2,25000,1,16
300105,LYJS,8/20/10,Yantai Longyuan Power Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,53,22000,1,16
300106,XBMY,8/20/10,Xinjiang Western Animal Husbandry Co. Ltd.,State-run or State-owned Holding,P0301,11.9,30000,1,16
300107,JXGF,8/20/10,Hebei Jianxin Chemical Co. Ltd.,Private Enterprises,P0306,38,16900,1,16
300108,ST JY,8/25/10,Ji Yao Holding Group Co. Ltd.,Private Enterprises,P0306,20.48,13000,1,16
300109,XKY,8/25/10,NKY Medical Holdings Ltd.,Private Enterprises,P0306,30,9000,1,16
