Stkcd,Stknme_en,Listdt,Conme_en,OWNERSHIPTYPE_EN,OWNERSHIPTYPECODE,Ipoprc,Nshripo,Parval,Markettype
301515,GTYL,7/25/23,Sichuan Gangtong Medical Equipment Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,31.16,25000,1,16
301516,ZYT,12/8/23,Shenzhen VAPEL Power Supply Technology Co. Ltd.,State-run or State-owned Holding,P0301,6.87,70175,1,16
301517,SXHD,10/17/23,Shaanxi Huada Science Technology Co. Ltd.,State-run or State-owned Holding,P0301,26.87,27007,1,16
301518,CHHX,8/3/23,Changhua Chemical Technology Co. Ltd.,Private Enterprises,P0306,25.75,35050,1,16
301519,SYGF,7/27/23,Anhui Shunyu Water Affairs Co. Ltd.,Private Enterprises,P0306,20.93,41160,1,16
301520,WBYY,9/25/23,Anhui Wanbang Pharmaceutical Technology Co. Ltd.,Private Enterprises,P0306,67.88,16667,1,16
301525,RJKJ,8/30/23,Shanghai Ruking Technology Co. Ltd.,Private Enterprises,P0306,99.57,23590,1,16
301526,GJFC,12/26/23,Chongqing Polycomp International Corp.,State-run or State-owned Holding,P0301,2.66,700000,1,16
301528,DPL,8/28/23,Guangzhou Doppler Electronic Technologies Co. Ltd.,Private Enterprises,P0306,71.8,15500,1,16
301529,FSKJ,9/11/23,Wuhu Foresight Technology Co. Ltd.,Private Enterprises,P0306,36.6,21209,1,16
301533,WMNJ,8/18/23,Weima Agricultural Machinery Co. Ltd.,Private Enterprises,P0306,29.5,24577,1,16
301548,CDKJ,9/20/23,Hunan Sund Technological Corporation,Private Enterprises,P0306,66.8,15000,1,16
301550,SLGF,9/15/23,Zhejiang Sling Automobile Bearing Co. Ltd.,Private Enterprises,P0306,37.56,27500,1,16
301555,HBXC,10/31/23,Wells Advanced Materials (Shanghai) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,22.88,23067,1,16
301558,STGF,9/28/23,SFC Holdings Co. Ltd.,Private Enterprises,P0306,7.33,118460,1,16
301559,ZJHK,10/11/23,CIMC Safeway Technologies Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,24.22,90000,1,16
301566,DLKP,12/29/23,Dalian Dalicap Technology Co. Ltd.,Private Enterprises,P0306,8.9,60010,1,16
301568,STK,11/28/23,Xiamen Sinic-Tek Intelligent Technology Co. Ltd.,Private Enterprises,P0306,23.23,25820,1,16
301578,CYZN,12/28/23,Guangdong Seneasy Intelligent Technology Co. Ltd.,Private Enterprises,P0306,48.94,12000,1,16
430017,XHYY,5/31/23,Beijing Sunho Pharmaceutical Co. Ltd.,Private Enterprises,P0306,12.3,30600,1,64
430047,NSLD,11/24/20,Beijing Northland Biotech Co. Ltd.,Private Enterprises,P0306,6.02,41127,1,64
430090,THXX,8/9/21,Tonghui Jiashi (Beijing) Information Technology Co. Ltd.,Private Enterprises,P0306,2.98,25000,1,64
430139,HLGF,10/28/22,Sino IC Technology Co.Ltd.,State-run or State-owned Holding,P0301,13.5,40000,1,64
430198,WCGD,7/27/20,Wuhan Welltrans O&E Co. Ltd.,Private Enterprises,P0306,18.18,12000,1,64
430300,CGYL,12/7/22,Shanghai Chenguang Medical Technologies Co. Ltd.,Private Enterprises,P0306,6,17250,1,64
430418,SZGF,7/27/20,Suzhou Bearing Factory Co. Ltd.,State-run or State-owned Holding,P0301,14.45,8000,1,64
430425,LCJS,1/30/23,Chengdu Leetro Automation Co. Ltd.,Private Enterprises,P0306,12.8,10192,1,64
430476,HNJS,10/14/22,Hanon Advanced Technology Group Co. Ltd.,State-run or State-owned Holding,P0301,10.88,10000,1,64
430478,HYYY,2/23/23,Anhui Heryi Pharmaceutical Co. Ltd.,Private Enterprises,P0306,12.62,10120,1,64
430489,JXGF,7/27/20,Anhui Jiaxian Functional Auxiliary Co. Ltd.,State-run or State-owned Holding,P0301,9.5,21322,1,64
430510,FGJM,12/28/20,Qingdao Fengguang Precision Machinery Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.39,7000,1,64
430556,YDGF,3/17/23,Guangdong Yada Electronics Co. Ltd.,Private Enterprises,P0306,3.7,36000,1,64
430564,TRKJ,6/17/22,Shaanxi Tirain Technology Co. Ltd.,Private Enterprises,P0306,8.05,18361,1,64
430685,XZSW,10/10/22,Ningbo Scientz Biotechnology Co. Ltd.,Private Enterprises,P0306,15,24926,1,64
430718,HFGK,12/22/22,Hefei GaoCo Technology Co. Ltd.,Private Enterprises,P0306,6.5,22667,1,64
600023,ZNDL,12/19/13,Zhejiang Zheneng Electric Power Co. Ltd.,State-run or State-owned Holding,P0301,5.53,1072093,1,1
600025,HNSD,12/15/17,Huaneng Lancang River Hydropower Co. Ltd.,State-run or State-owned Holding,P0301,2.17,1800000,1,1
600032,ZJXN,5/25/21,Zhejiang New Energy Investment Group Co. Ltd.,State-run or State-owned Holding,P0301,3.51,208000,1,1
600901,JSJZ,3/1/18,Jiangsu Financial Leasing Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.25,640000,1,1
600903,GZRQ,11/7/17,Guizhou Gas Group Corporation Limited,Private Enterprises,P0306,2.21,121948,1,1
600905,SXNY,6/10/21,China Three Gorges New Energy (Group) Co. Ltd.,State-run or State-owned Holding,P0301,2.65,8571000,1,1
600906,CDZQ,5/7/21,Caida Securities Co. Ltd.,State-run or State-owned Holding,P0301,3.76,500000,1,1
600908,WXYH,9/23/16,Wuxi Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,4.47,184811,1,1
600909,HAZQ,12/6/16,HuaAn Securities Co. Ltd.,State-run or State-owned Holding,P0301,6.41,800000,1,1
600916,ZGHJ,2/5/21,China National Gold Group Gold Jewellery Co. Ltd.,State-run or State-owned Holding,P0301,4.99,180000,1,1
600917,CQRQ,9/30/14,Chongqing Gas Group Corporation Ltd.,Sino-foreign Equity Joint Venture,P0303,3.25,156000,1,1
600918,ZTZQ,6/3/20,Zhongtai Securities Co. Ltd.,State-run or State-owned Holding,P0301,4.38,696863,1,1
600919,JSYH,8/2/16,Bank of Jiangsu Co. Ltd.,State-run or State-owned Holding,P0301,6.27,1154450,1,1
600925,SNGF,3/29/23,Jiangsu Xukuang Energy Co. Ltd.,State-run or State-owned Holding,P0301,6.18,688889,1,1
600926,HZYH,10/27/16,Bank of Hangzhou Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,14.39,261750,1,1
600927,YAQH,12/23/21,Yongan Futures Co. Ltd.,State-run or State-owned Holding,P0301,17.97,145556,1,1
600928,XAYH,3/1/19,Bank of Xi'an Co. Ltd.,State-run or State-owned Holding,P0301,4.68,444444,1,1
600929,XTYY,3/26/18,Snowsky Salt Industry Group Co. Ltd.,State-run or State-owned Holding,P0301,3.71,150000,1,1
600933,AKD,11/17/17,IKD Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.01,138240,1,1
600935,HSGF,11/26/21,Anhui Hwasu Co. Ltd.,State-run or State-owned Holding,P0301,3.94,385990,1,1
600936,GXGD,8/15/16,Guangxi Radio & TV Information Network Co. Ltd.,State-run or State-owned Holding,P0301,4.8,300000,1,1
600938,ZGHY,4/21/22,CNOOC Limited,State-run or State-owned Holding,P0301,10.8,2990000,,1
600939,CQJG,2/21/17,Chongqing Construction Engineering Group Co. Ltd.,State-run or State-owned Holding,P0301,3.12,181500,1,1
600941,ZGYD,1/5/22,China Mobile Limited,Sino-foreign Equity Joint Venture,P0303,57.58,902768,,1
600955,WYGF,9/15/21,Lihuayi Weiyuan Chemical Co. Ltd.,Private Enterprises,P0306,29.56,137500,1,1
600956,XTLN,6/29/20,China Suntien Green Energy Corporation Ltd.,State-run or State-owned Holding,P0301,3.18,134750,1,1
600958,DFZQ,3/23/15,Orient Securities Company Limited,Sino-foreign Equity Joint Venture,P0303,10.03,1000000,1,1
600959,JSYX,4/28/15,Jiangsu Broadcasting Cable Information Network Corp. Ltd.,State-run or State-owned Holding,P0301,5.47,597000,1,1
600968,HYFZ,6/26/19,CNOOC Energy Technology & Services Limited,State-run or State-owned Holding,P0301,2.04,1865104,1,1
600977,ZGDY,8/9/16,China Film Co. Ltd.,State-run or State-owned Holding,P0301,8.92,467000,1,1
600989,BFNY,5/16/19,Ningxia Baofeng Energy Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.12,733360,1,1
600996,GGWL,12/26/16,Guizhou BC&TV Information Network Co. Ltd.,State-run or State-owned Holding,P0301,8.92,210000,1,1
600998,JZT,11/2/10,Jointown Pharmaceutical Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13,150000,1,1
600999,ZSZQ,11/17/09,China Merchants Securities Co. Ltd.,State-run or State-owned Holding,P0301,31,358546,1,1
601000,TSG,7/5/10,Tangshan Port Group Co. Ltd.,State-run or State-owned Holding,P0301,8.2,200000,1,1
601010,WFGF,6/3/11,Wenfeng Great World Chain Development Corporation,Private Enterprises,P0306,20,110000,1,1
601011,BTL,3/9/11,Baotailong New Materials Co. Ltd.,Private Enterprises,P0306,18,97000,1,1
601012,LJLN,4/11/12,Longi Green Energy Technology Co. Ltd.,Private Enterprises,P0306,21,75000,1,1
601015,SXHM,11/5/14,Shaanxi Heimao Coking Co. Ltd.,Private Enterprises,P0306,6.15,120000,1,1
601016,JNFD,9/29/14,CECEP Wind-power Corporation Co. Ltd.,State-run or State-owned Holding,P0301,2.17,177780,1,1
601018,NBG,9/28/10,Ningbo Zhoushan Port Company Limited,State-run or State-owned Holding,P0301,3.7,2000000,1,1
601019,SDCB,11/22/17,Shandong Publishing & Media Co. Ltd.,State-run or State-owned Holding,P0301,10.16,266900,1,1
601020,HYKY,3/16/16,Tibet Huayu Mining Co. Ltd.,Private Enterprises,P0306,7.18,52000,1,1
601021,CQHK,1/21/15,Spring Airlines Co. Ltd.,Private Enterprises,P0306,18.16,100000,1,1
601022,NBYY,12/8/22,Ningbo Ocean Shipping Co. Ltd.,State-run or State-owned Holding,P0301,8.22,130863,1,1
601028,YLGF,11/7/11,Shandong Yulong Gold Co. Ltd.,Private Enterprises,P0306,10.8,79500,1,1
601038,YTGF,8/8/12,First Tractor Company Limited,State-run or State-owned Holding,P0301,5.4,150000,1,1
601058,SLLT,6/30/11,Sailun Group Co. Ltd.,Private Enterprises,P0306,6.88,98000,1,1
601059,XDZQ,2/1/23,Cinda Securities Co. Ltd.,State-run or State-owned Holding,P0301,8.25,324300,1,1
601061,ZXJS,4/10/23,CITIC Metal Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.58,501154,1,1
601065,JYJT,4/10/23,Jiangxi Province Salt Group Co. Ltd.,State-run or State-owned Holding,P0301,10.36,160000,1,1
601066,ZXJT,6/20/18,China Securities Co. Ltd.,State-run or State-owned Holding,P0301,5.42,400000,1,1
601068,ZLGJ,8/31/18,China Aluminum International Engineering Corporation Limited,State-run or State-owned Holding,P0301,3.45,295907,1,1
601069,XBHJ,1/22/15,Western Region Gold Co. Ltd.,State-run or State-owned Holding,P0301,3.57,126000,1,1
601077,YNSH,10/29/19,Chongqing Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,7.36,1357000,1,1
601083,JJHY,12/5/23,Shanghai Jinjiang Shipping (Group) Co. Ltd.,State-run or State-owned Holding,P0301,11.25,194120,1,1
601086,GFJT,9/29/17,Gansu Guofang Industry & Trade (Group) Co. Ltd.,Private Enterprises,P0306,3.16,160000,1,1
601089,FYYY,6/30/22,Beijing Winsunny Pharmaceutical Co. Ltd.,Private Enterprises,P0306,14.62,120000,1,1
601096,HSHY,12/22/23,Hongsheng Huayuan Iron Tower Group Co. Ltd.,State-run or State-owned Holding,P0301,1.7,668789,1,1
601098,ZNCM,10/28/10,China South Publishing & Media Group Co. Ltd.,State-run or State-owned Holding,P0301,10.66,398000,1,1
601100,HLYY,10/28/11,Jiangsu Hengli Hydraulic Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,23,105000,1,1
601101,HHNY,3/31/10,Beijing Haohua Energy Resource Co. Ltd.,State-run or State-owned Holding,P0301,29.8,110000,1,1
601106,ZGYZ,2/9/10,China First Heavy Industries,State-run or State-owned Holding,P0301,5.7,2000000,1,1
601107,SCCY,7/27/09,Sichuan Expressway Company Limited,State-run or State-owned Holding,P0301,3.6,500000,1,1
601108,CTZQ,10/24/17,Caitong Securities Co. Ltd.,State-run or State-owned Holding,P0301,11.38,359000,1,1
601113,HDGF,5/9/11,Yiwu Huading Nylon Co. Ltd.,Private Enterprises,P0306,14,80000,1,1
601116,SJGW,3/2/11,Sanjiang Shopping Club Co. Ltd.,Private Enterprises,P0306,11.8,60000,1,1
601117,ZGHX,1/7/10,China National Chemical Engineering Co. Ltd.,State-run or State-owned Holding,P0301,5.43,1233000,1,1
601118,HNXJ,1/7/11,China Hainan Rubber Industry Group Company Limited,State-run or State-owned Holding,P0301,5.99,786000,1,1
601121,BDKY,3/10/23,Xinjiang Baodi Mining Co. Ltd.,State-run or State-owned Holding,P0301,4.38,200000,1,1
601126,SFGF,12/31/10,Beijing Sifang Automation Co. Ltd.,Private Enterprises,P0306,23,82000,1,1
601127,SLS,6/15/16,Seres Group Co. Ltd.,Private Enterprises,P0306,5.81,142500,1,1
601128,CSYH,9/30/16,Jiangsu Changshu Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,4.28,222273,1,1
601133,BCGF,4/10/23,Both Engineering Technology Co. Ltd.,Private Enterprises,P0306,11.66,130000,1,1
601136,SCZQ,12/22/22,Capital Securities Co. Ltd.,State-run or State-owned Holding,P0301,7.07,273334,1,1
601137,BWHJ,1/27/11,Ningbo Boway Alloy Material Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,27,55000,1,1
601138,GYFL,6/8/18,Foxconn Industrial Internet Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13.77,1969530,1,1
601139,SZRQ,12/25/09,Shenzhen Gas Corporation Ltd.,State-run or State-owned Holding,P0301,6.95,130000,1,1
601155,XCKG,12/4/15,Seazen Holdings Co. Ltd.,Private Enterprises,P0306,9.82,542065,1,1
601156,DHWL,6/9/21,Eastern Air Logistics Co. Ltd.,Private Enterprises,P0306,15.77,158756,1,1
601158,CQSW,3/29/10,Chongqing Water Group Co. Ltd.,State-run or State-owned Holding,P0301,6.98,500000,1,1
601162,TFZQ,10/19/18,Tianfeng Securities Co. Ltd.,State-run or State-owned Holding,P0301,1.79,518000,1,1
601163,SJLT,9/9/16,Triangle Tyre Co. Ltd.,Private Enterprises,P0306,22.07,200000,1,1
601177,HCQJ,10/11/10,Hangzhou Advance Gearbox Group Co. Ltd.,State-run or State-owned Holding,P0301,8.29,101000,1,1
601179,ZGXD,1/28/10,China XD Electric Co. Ltd.,State-run or State-owned Holding,P0301,7.9,1307000,1,1
601186,ZGTJ,3/10/08,China Railway Construction Corporation Limited,State-run or State-owned Holding,P0301,9.08,2450000,1,1
601187,XMYH,10/27/20,Xiamen Bank Co. Ltd.,State-run or State-owned Holding,P0301,6.71,263913,1,1
601188,LJJT,3/19/10,Heilongjiang Transport Development Co. Ltd.,State-run or State-owned Holding,P0301,2.08,616396,1,1
601198,DXZQ,2/26/15,Dongxing Securities Co. Ltd.,State-run or State-owned Holding,P0301,9.18,500000,1,1
601199,JNSW,3/17/11,Jiangsu Jiangnan Water Co. Ltd.,State-run or State-owned Holding,P0301,18.8,58800,1,1
601200,SHHJ,3/31/17,Shanghai Environment Group Company Limited,State-run or State-owned Holding,P0301,20.34,311180,1,1
601208,DCKJ,5/20/11,Sichuan EM Technology Co. Ltd.,Private Enterprises,P0306,20,80000,1,1
601211,GTJA,6/26/15,Guotai Junan Securities Co. Ltd.,State-run or State-owned Holding,P0301,19.71,1525000,1,1
601212,BYYS,2/15/17,Baiyin Nonferrous Group Co. Ltd.,State-run or State-owned Holding,P0301,1.78,698000,1,1
601216,JZJT,2/22/11,Inner Mongolia Junzheng Energy & Chemical Group Co. Ltd.,Private Enterprises,P0306,25,120000,1,1
601218,JXKJ,5/6/11,Jiangsu Jixin Wind Energy Technology Co. Ltd.,Private Enterprises,P0306,22.5,50800,1,1
601222,LYNY,8/8/11,Jiangsu Linyang Energy Co. Ltd.,Private Enterprises,P0306,18,75000,1,1
601225,SXMY,1/28/14,Shaanxi Coal Industry Company Limited,State-run or State-owned Holding,P0301,4,1000000,1,1
601226,HDZG,12/11/14,Huadian Heavy Industries Co. Ltd.,State-run or State-owned Holding,P0301,10,150000,1,1
601228,GZG,3/29/17,Guangzhou Port Company Limited,State-run or State-owned Holding,P0301,2.29,698680,1,1
601229,SHYH,11/16/16,Bank of Shanghai Co. Ltd.,State-run or State-owned Holding,P0301,17.77,600450,1,1
601231,HXDZ,2/20/12,Universal Scientific Industrial (Shanghai) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,7.6,106800,1,1
601233,TKGF,5/18/11,Tongkun Group Co. Ltd.,Private Enterprises,P0306,27,120000,1,1
601236,HTZQ,7/5/19,Hongta Securities Co. Ltd.,State-run or State-owned Holding,P0301,3.46,364000,1,1
601238,GQJT,3/29/12,Guangzhou Automobile Group Co. Ltd.,State-run or State-owned Holding,P0301,9.09,286962,1,1
601258,*ST PD,4/28/11,Pang Da Automobile Trade Co. Ltd.,Private Enterprises,P0306,45,140000,1,1
601268,*ST EZ,2/2/10,China Erzhong Group (Deyang) Heavy Industries Co. Ltd.,State-run or State-owned Holding,P0301,8.5,300000,1,1
601279,YLQC,4/15/21,Changchun Engley Automobile Industry Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,2.07,149425,1,1
601288,NYYH,7/15/10,Agricultural Bank of China Limited,State-run or State-owned Holding,P0301,2.68,25570588,1,1
601298,QDG,1/21/19,Qingdao Port International Co. Ltd.,State-run or State-owned Holding,P0301,4.61,454376,1,1
601299,ZGBC,12/29/09,China CNR Corporation Limited,State-run or State-owned Holding,P0301,5.56,2500000,1,1
601311,LTGF,6/2/11,Camel Group Co. Ltd.,Private Enterprises,P0306,18.6,83000,1,1
601313,JNJJ,1/16/12,SJEC Corporation,Private Enterprises,P0306,12.4,56000,1,1
601319,ZGRB,11/16/18,The People's Insurance Company (Group) of China Limited,State-run or State-owned Holding,P0301,3.34,1800000,1,1
601326,QGGF,8/16/17,Qinhuangdao Port Co. Ltd.,State-run or State-owned Holding,P0301,2.34,558000,1,1
601330,LSDL,6/11/18,Dynagreen Environmental Protection Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,3.29,116200,1,1
601336,XHBX,12/16/11,New China Life Insurance Company Limited,State-run or State-owned Holding,P0301,23.25,158540,1,1
601339,BLDF,6/12/12,Bros Eastern Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13.6,150000,1,1
601360,SLL,2/28/18,360 Security Technology Inc.,Private Enterprises,P0306,12.4,,1,1
601366,LQGF,4/12/17,Liqun Commercial. Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,8.82,176000,1,1
601368,LCSW,6/12/15,Guangxi Nanning Waterworks Co. Ltd.,Private Enterprises,P0306,6.43,147000,1,1
601369,SGDL,4/28/10,Xi'an Shaangu Power Co. Ltd.,State-run or State-owned Holding,P0301,15.5,109251,1,1
601375,ZYZQ,1/3/17,Central China Securities Co. Ltd.,State-run or State-owned Holding,P0301,4,700000,1,1
601377,XYZQ,10/13/10,Industrial Securities Co. Ltd.,State-run or State-owned Holding,P0301,10,263000,1,1
601388,YQZY,4/23/12,Ye Chiu Metal Recycling (China) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13,105000,1,1
601399,GJZZ,6/8/20,Sinomach Heavy Equipment Group Co.  Ltd.,State-run or State-owned Holding,P0301,8.5,,1,1
601456,GLZQ,7/31/20,Guolian Securities Co. Ltd.,State-run or State-owned Holding,P0301,4.25,475719,1,1
601500,TYGF,9/19/16,Jiangsu General Science Technology Co. Ltd.,Private Enterprises,P0306,4.92,174919,1,1
601512,ZXJT,12/20/19,China-Singapore Suzhou Industrial Park Development Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,9.67,149890,1,1
601515,DFJT,2/16/12,Guangdong DFP New Material Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,13.2,56000,1,1
601518,JLGS,3/19/10,Jinlin Expressway Co. Ltd.,State-run or State-owned Holding,P0301,1.79,1213200,1,1
601519,DZH,1/28/11,Shanghai Great Wisdom Co. Ltd.,Private Enterprises,P0306,23.2,110000,1,1
601528,RFYH,6/25/21,Zhejiang Shaoxing Ruifeng Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,8.12,150935,1,1
601555,DWZQ,12/12/11,Soochow Securities Co. Ltd.,State-run or State-owned Holding,P0301,6.5,500000,1,1
601558,TSRD,1/13/11,Sinovel Wind Group Co. Ltd.,Private Enterprises,P0306,90,105100,1,1
601566,JMW,5/30/11,Joeone Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,22,120000,1,1
601567,SXYL,6/15/11,Ningbo Sanxing Medical Electric Co. Ltd.,Private Enterprises,P0306,20,67000,1,1
601568,BYJT,10/20/20,Shaanxi Beiyuan Chemical Industry Group Co. Ltd.,State-run or State-owned Holding,P0301,10.17,361111,1,1
601577,CSYH,9/26/18,Bank of Changsha Co. Ltd.,State-run or State-owned Holding,P0301,7.99,342155,1,1
601579,KJS,8/25/14,Kuaijishan Shaoxing Wine Co. Ltd.,Private Enterprises,P0306,4.43,100000,1,1
601595,SHDY,8/17/16,Shanghai Film Co. Ltd.,State-run or State-owned Holding,P0301,10.19,93500,1,1
601598,ZGWY,1/18/19,Sinotrans Limited,State-run or State-owned Holding,P0301,5.24,1351637,1,1
601599,ZWYY,5/27/11,Zhewen Pictures Group Co. Ltd.,Private Enterprises,P0306,10,53000,1,1
601606,CCJG,8/6/18,Anhui Great Wall Military Industry Co. Ltd.,State-run or State-owned Holding,P0301,3.33,148000,1,1
601607,SHYY,3/5/10,Shanghai Pharmaceuticals Holding Co. Ltd.,State-run or State-owned Holding,P0301,4.5,15000,1,1
601608,ZXZG,7/6/12,CITIC Heavy Industries Co. Ltd.,State-run or State-owned Holding,P0301,4.67,685000,1,1
601609,JTGF,4/22/20,Ningbo Jintian Copper (Group) Co. Ltd.,Private Enterprises,P0306,6.55,242000,1,1
601611,ZGHJ,6/6/16,China Nuclear Engineering Corporation Limited,State-run or State-owned Holding,P0301,3.47,525000,1,1
601615,MYZN,1/23/19,Ming Yang Smart Energy Group Limited,Sino-foreign Equity Joint Venture,P0303,4.75,275900,1,1
601616,GDDQ,2/1/11,Shanghai Guangdian Electric Group Co. Ltd.,Private Enterprises,P0306,19,105000,1,1
601618,ZGZY,9/21/09,Metallurgical Corporation of China Ltd.,State-run or State-owned Holding,P0301,5.42,3500000,1,1
601619,JZXN,7/20/17,Ningxia Jiaze Renewables Corporation Limited,Sino-foreign Equity Joint Venture,P0303,1.26,193712,1,1
601633,CCQC,9/28/11,Great Wall Motor Company Limited,Private Enterprises,P0306,13,304243,1,1
601636,QBJT,8/12/11,Zhuzhou Kibing Group Co. Ltd.,Private Enterprises,P0306,9,168000,1,1
601658,YCYH,12/10/19,Postal Savings Bank of China Co. Ltd.,State-run or State-owned Holding,P0301,5.5,5947988,1,1
601665,QLYH,6/18/21,Qilu Bank Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,5.36,458083,1,1
601668,ZGJZ,7/29/09,China State Construction Engineering Corporation,State-run or State-owned Holding,P0301,4.18,12000000,1,1
601669,ZGDJ,10/18/11,Power Construction Corporation of China Ltd.,State-run or State-owned Holding,P0301,4.5,3000000,1,1
601677,MTLY,9/19/11,Henan Mingtai Aluminum Co. Ltd.,Private Enterprises,P0306,20,60000,1,1
601678,BHGF,2/23/10,Befar Group Co. Ltd.,Private Enterprises,P0306,19,110000,1,1
601686,YFJT,12/4/20,Tianjin Youfa Steel Pipe Group Co. Ltd.,Private Enterprises,P0306,12.86,142000,1,1
601688,HTZQ,2/26/10,Huatai Securities Co. Ltd.,State-run or State-owned Holding,P0301,20,784561,1,1
601689,TPJT,3/19/15,Ningbo Tuopu Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,11.37,129100,1,1
601696,ZYZQ,2/26/20,BOC International (China) Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,5.47,278000,1,1
601698,ZGWT,6/28/19,China Satellite Communications Co. Ltd.,State-run or State-owned Holding,P0301,2.72,400000,1,1
601700,FFGF,1/18/11,Changshu Fengfan Power Equipment Co. Ltd.,Private Enterprises,P0306,35,54900,1,1
601702,HFLY,9/7/20,Shanghai Huafon Aluminium Corporation,Private Enterprises,P0306,3.69,249630,1,1
601717,ZMJ,8/3/10,Zhengzhou Coal Mining Machinery Group Co. Ltd.,State-run or State-owned Holding,P0301,20,140000,1,1
601718,JHJT,8/16/10,Jihua Group Corporation Limited,State-run or State-owned Holding,P0301,3.5,1157000,1,1
601727,SHDQ,12/5/08,Shanghai Electric Group Co. Ltd.,State-run or State-owned Holding,P0301,4.78,616038,1,1
601728,ZGDX,8/20/21,China Telecom Corporation Limited,Private Enterprises,P0306,4.53,10574770,1,1
601766,ZGZC,8/18/08,CRRC Corporation Limited,State-run or State-owned Holding,P0301,2.18,3000000,1,1
601777,LFKJ,11/25/10,Lifan Technology (Group) Co. Ltd.,Private Enterprises,P0306,14.5,200000,1,1
601778,JKKJ,5/19/20,Jinko Power Technology Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,4.37,594593,1,1
601788,GDZQ,8/18/09,Everbright Securities Co. Ltd.,State-run or State-owned Holding,P0301,21.08,520000,1,1
601789,NBJG,8/16/11,Ningbo Construction Co. Ltd.,Private Enterprises,P0306,6.39,100000,1,1
601798,LKGX,6/22/11,Lanpec Technologies Limited,State-run or State-owned Holding,P0301,11,80000,1,1
601799,XYGF,2/1/11,Changzhou Xingyu Automotive Lighting Systems Co. Ltd.,Private Enterprises,P0306,21.24,60000,1,1
601800,ZGJJ,3/9/12,China Communications Construction Company Limited,State-run or State-owned Holding,P0301,5.4,1349735,1,1
601801,WXCM,1/18/10,Anhui Xinhua Media Co. Ltd.,State-run or State-owned Holding,P0301,11.8,110000,1,1
601811,XHWX,8/8/16,Xinhua Winshare Publishing and Media Co. Ltd.,State-run or State-owned Holding,P0301,7.12,98710,1,1
601816,JHGT,1/16/20,Beijing–Shanghai High-speed Railway Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,4.88,6285630,1,1
601818,GDYH,8/18/10,China Everbright Bank Co. Ltd.,State-run or State-owned Holding,P0301,3.1,7000000,1,1
601825,HNSH,8/19/21,Shanghai Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,8.9,964444,1,1
601827,SFHJ,6/5/20,Chongqing Sanfeng Environment Group Co. Ltd.,State-run or State-owned Holding,P0301,6.84,378268,1,1
601828,MKL,1/17/18,Red Star Macalline Group Corporation Ltd.,Sino-foreign Equity Joint Venture,P0303,10.23,315000,1,1
601838,CDYH,1/31/18,Bank of Chengdu Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,6.99,361225,1,1
601858,ZGKC,1/18/17,China Science Publishing & Media Ltd.,State-run or State-owned Holding,P0301,6.84,130500,1,1
601860,ZJYH,1/3/19,Jiangsu Zijin Rural Commercial Bank Co. Ltd.,State-run or State-owned Holding,P0301,3.14,366089,1,1
601865,FLT,2/15/19,Flat Glass Group Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,2,150000,0.25,1
601868,ZGNJ,9/28/21,China Energy Engineering Corporation Limited,State-run or State-owned Holding,P0301,1.96,11670767,1,1
601869,CFGX,7/20/18,Yangtze Optical Fibre and Cable Co. Ltd.,Sino-foreign Equity Joint Venture,P0303,26.71,75791,1,1
601877,ZTDQ,1/21/10,Zhejiang Chint Electrics Co. Ltd.,Private Enterprises,P0306,23.98,105000,1,1
